channel_id,talk_id,ts,thread_ts,talk_user,text,date
CGPSV31U5,002fef83-8610-4ce9-9d04-78f135f30876,1555995790.001,,UGQ2ENZD0,"```
## 電通大のカタログと同系列の商品
- エアロメッシュ チェア
    - <https://www.kagukuro.com/chair/design/aeromesh/>
    - \ 6,912 (肘付き)
    - \ 8,200 (肘付き，生協)
    - \ 5,832 (肘なし)
    - \ 6,900 (肘なし，生協)

- 事務用ホワイト平机（W1000×D700×H700）
    - <https://www.kagukuro.com/desk/flat/white_w1000/>
    - \ 11,826
    - \ 14,800 (生協)

- どちらも直販したほうが安い
    - 1セットあたり4000円くらいは安くなる(送料とかで多少の変動あり)

- アームレストのトップが700mmを超える
    - そのままでは椅子を机に入れることはできない

- もしかしたら生協のものは組み立て代行の費用も含まれている……かもしれない
    - 自分たちで組み立てるなら要らない
    - 大体のオフィスデスクは，男2人いれば十分に組み立てられる
        - 所要時間は30分，慣れれば20分くらいで組める

- どうやらカグクロは現在「期間限定！スプリングセール（2019）」をやっている模様
    - <https://www.kagukuro.com/notice/sale_20190329/>
    - 全品10％オフ（*） 2019年03月29日（金）17時00分 ～ 2019年04月26日（金）17時00分
    - 生協で買うよりも1セット5，6千円くらい安くなるかもしれない


## 他の椅子
- フリーアーム
    - <https://www.kagukuro.com/chair/design/freearm/>
    - \ 10,746
    - キャスターフレームが金属ではないので耐久性に若干の不安

- フィールメッシュ ミドルバックタイプ
    - <https://www.kagukuro.com/chair/design/feelmesh/>
    - \ 11,232
    - スタイリッシュだが，肘掛けの耐久性に不安がありそうな形状

- コバルト
    - <https://www.kagukuro.com/chair/design/cobalt/>
    - \ 9,666
    - ロータリーアーム機能付きの中では最安値
    - 若干古臭いデザインがマイナスか？

- ロータリーアーム採用により，収納時にアームレストを跳ね上げることが可能なものをピックアップ

- 多少割高ではあるが，カタログで購入する分が浮くなら一考の余地アリ


## 他の机
- プラス フラットライン 平机 引出し付き
    - <https://www.askul.co.jp/p/802116/>
    - \ 9,936 (6台まとめ買い時，1台あたり)
    - L字脚のオフィスデスクでは高いコスパ

- オフィスデスク 平机 事務机 幅1000×奥行700×高さ700mm
    - <https://www.office-com.jp/products/detail.php?product_id=110489>
    - \ 8,618
    - さらに安いが，構造的に揺れそう
        - 幕板が小さく，薄いうえに木製なので耐久性に難アリ
    - 天板の角が処理されていなさそうなので，もしかしたら角が尖ってるかもしれない
        - ぶつかると痛い……
```",2019-04-22
CGPSV31U5,7450c84f-0026-4284-a88c-3ea3b011acd6,1555996353.0016,,UHFLB6JPR,生協かアスクルで購入します。,2019-04-22
CGPSV31U5,be1235a2-15b0-4f1b-b875-3a25ba5aad27,1555996371.002,,UHFLB6JPR,机の色と椅子の型番と色を決めて,2019-04-22
CGPSV31U5,8e91209a-f0f7-4a95-b46d-c386b6f3e522,1555998042.0039,1555998042.0039,UGQV9DXRC,"<@UHFLB6JPR> 
椅子と机の購入希望品です",2019-04-22
CGPSV31U5,c5739083-0909-4e73-ae75-ea17bbcfbd77,1555998055.004,1555998042.0039,UGQV9DXRC,"椅子の型番 SNC-NET14ABK
色 ブラック
値段税込
25,876円(4脚1セット)×2セット=51752円
<https://www.askul.co.jp/p/1982153/>",2019-04-22
CGPSV31U5,b356b442-f143-42fc-9415-423d99152815,1555998121.0044,1555998042.0039,UGPH97FDW,"机の型番 SP-107H WH
色 ホワイト
値段税込 9936×6=59616円
<https://www.askul.co.jp/p/802116/>",2019-04-22
CGPSV31U5,021f24d2-9baa-4a24-8d1c-77b1a2c26ecd,1555998196.0047,1555998042.0039,UGQV9DXRC,両者ともアスクルです,2019-04-22
CGPSV31U5,17d76d7d-b084-4c33-b593-a78fe62ad614,1557400161.0034,,UGQV9DXRC,"倫理申請の手順
この期にみんなに共有しておくね
実験が必要な<@UHEH8KZ7W> <@UHC5VBV5E> <@UHG1M1NQ6> は7月あたりまで？には揃えることになると思うので、念頭に置いておいてください:hand:

倫理申請の必要書類
<https://drive.google.com/file/d/1yW_lQJkWdccB9A8B9ZWYK7I1WJv1W80f/view?usp=drivesdk>

参考
<https://drive.google.com/folderview?id=1V_7Y2dBAHcD4RboW90AKeTxAMalWTkj7>",2019-05-09
CGPSV31U5,50b0b9a4-d38b-4324-b252-15cfb3130f17,1557400189.0042,1557201835.0028,UHEH8KZ7W,了解です。,2019-05-09
CGPSV31U5,88c90531-fb90-4314-915f-6cf2c6da12f7,1556241808.0013,,UHG1M1NQ6,今日のゼミですが体調不良のため休ませてください。申し訳ございません…。,2019-04-25
CGPSV31U5,dbf9142b-3c77-4c24-9f3b-173d2ddb3d5d,1556243783.0022,,UGQV9DXRC,就職の都合で本日のゼミを欠席いたします。申し訳ありません。:bow:,2019-04-25
CGPSV31U5,9f5c8015-c049-4a95-9b3b-3821a71c02c9,1556250904.0028,,UGQ2ENZD0,本日のゼミは3階です,2019-04-25
CGPSV31U5,d2fab1e3-3602-4152-8b57-50b0af015d34,1553834838.0001,,UGQV9DXRC,,2019-03-28
CGPSV31U5,22283afa-7ad7-4e7a-bcfa-6e750b937861,1553836438.0016,1553591680.0015,UGQV9DXRC,"学生ゼミですること
→Mの研究について
→卒論読んできてもらう",2019-03-28
CGPSV31U5,93e93896-748e-4dc9-8766-a8da6527eba8,1557213680.0045,1557201835.0028,UGPH97FDW,"今回は連休明けであまり話し合うことが無かった＆事前に確認出来なかったから仕方ないけど、週２回のゼミはうちの研究室で唯一みんなで確認し合えるタイミングだし、進度を合わせながら勉強していくかもしれない。

なので、なるべく休まないで欲しいし、次回からは休む時は早めに連絡を入れて欲しい！お願いします！",2019-05-07
CGPSV31U5,ecd0800f-f1bd-4547-8135-6c20346e0224,1553591680.0015,1553591680.0015,UGQV9DXRC,今週のゼミでやることあったら紐づけて,2019-03-26
CGPSV31U5,f11e9d0a-e56b-4053-8ec4-36cc2df903a0,1553591730.0018,,UGQV9DXRC,"ちなみに去年の最初のゼミは
<https://www.evernote.com/shard/s223/sh/80827931-3a36-4b34-8f65-0089faa0fc06/11e49c767b866d8f96a855eb3d5f37fb>",2019-03-26
CGPSV31U5,28159f86-d795-47d6-a718-fe9d82e07aa8,1553591796.002,1553591680.0015,UGQV9DXRC,slack導入,2019-03-26
CGPSV31U5,88aa3f5f-fb41-48cb-ba2c-f8b99da19504,1553591815.0022,1553591680.0015,UGQV9DXRC,授業管理用のスプレッドシート,2019-03-26
CGPSV31U5,e51e9e08-b26e-4fb0-9faf-7201b09d3685,1553591844.0024,1553591680.0015,UGQV9DXRC,鍵管理,2019-03-26
CGPSV31U5,be6928b0-48ed-4a87-81e5-9a69ff9f1830,1553591858.0026,1553591680.0015,UGQV9DXRC,座席（他研究室に確認）,2019-03-26
CGPSV31U5,61e5aeda-7f29-45d1-a65e-215e67fb5c74,1553591889.0028,1553591680.0015,UGQV9DXRC,年間計画（去年はやったけど今年？）,2019-03-26
CGPSV31U5,46139ba7-5050-4284-a3fd-1d3b51229192,1553592098.003,1553591680.0015,UGQV9DXRC,進捗報告,2019-03-26
CGPSV31U5,f9f3811b-28fd-457e-b16a-de2df3de7815,1555046995.0002,,UHEH8KZ7W,,2019-04-11
CGPSV31U5,72bd6803-0af9-438f-92fb-1301c3edfcc2,1555047018.0012,,UHEH8KZ7W,5階に元からある机は4階で使わなければ処分して良いそうです。,2019-04-11
CGPSV31U5,c8355434-f4c7-4b95-978e-2dada9ea4f6d,1555047085.0025,,UGQ2ENZD0,17:00〜体育館管理人なので、PCについてチェックに来れる人は来てほしいです。（特に岡田さん）,2019-04-11
CGPSV31U5,669c782e-16df-4795-8d33-5ea43fea64e1,1555047667.0026,1555047667.0026,UHEH8KZ7W,見にくかったので…,2019-04-11
CGPSV31U5,ab45c3a1-056c-4363-8c68-dd0ff54dd5c1,1555050126.0054,,UGQV9DXRC,"*引っ越し関連すること*
~<@UGPH97FDW>床清掃器具のレンタルと日程決め~
<@UGQ2ENZD0> プリンターとルーター見繕う
他メンバー 来週木曜日に収集所で机チェック",2019-04-11
CGPSV31U5,8f2a7281-0ff1-4ff0-ad0e-e15ad27375ed,1557190253.002,,UGQV9DXRC,溶連菌にかかってしまったので大学いけません:bow:今日は資料取りに行きますが研究は家で進めるので何かあればご連絡ください:bow:,2019-05-06
CGPSV31U5,65f8d1ce-f725-4a1b-8a94-f5485bc85f5c,1557201333.0027,,UHFLC6N4X,少し到着遅れますm(*_ _)m,2019-05-06
CGPSV31U5,853e0ef5-9785-4a8e-b5d7-ba29da033278,1557201835.0028,1557201835.0028,UHEH8KZ7W,今日の学生ゼミは桜木町にある図書館にいるので行けません。こちらの図書館にある本で貸出不可なので、ゼミに行くことができないです。申し訳ございません。,2019-05-06
CGPSV31U5,5e4c4ac5-341c-442b-a894-4c617bca6725,1552365276.0017,,UGQV9DXRC,"Slackの使い方をある程度決めてからプレゼンしようと思う

<@UGQ2ENZD0> 
流れを送るので、気になるところや追記があれば赤字で書き加えてくれるとたすかる",2019-03-11
CGPSV31U5,1f7964fb-c02d-421f-a2e4-b07fdfff13bd,1552366655.0028,,UGQV9DXRC,<https://docs.google.com/document/d/1kqIA0L9OaxC2wAvEpfkDg3F_WPAJRlAPWS8oAjIjJZY/edit?usp=sharing>,2019-03-11
CGPSV31U5,69f9f864-b690-4c0d-91bd-8f8b808738ad,1551797960.0008,,UGQV9DXRC,ゼミの内容ややること、ミーティングについて,2019-03-05
CGPSV31U5,772ed00f-a9fb-4f48-9b29-17e517cbfa62,1553247217.0023,,UGQV9DXRC,来週のゼミは金曜13時でみんなは平気よね？,2019-03-22
