channel_id,talk_id,ts,thread_ts,talk_user,text,date
CGPSV31U5,55b471c7-c119-41a9-8ce8-aa9f7a052449,1555059885.0074,,UHEH8KZ7W,"大河原先生より
来週の木曜日に5階にあるロッカーと棚を廃棄して欲しい
床清掃は業者に任せる
との事です",2019-04-12
CGPSV31U5,8ae94736-6cb2-470c-9df9-49606ba446bc,1555061300.0131,1555047667.0026,UHFLB6JPR,"カーペット 10万
床清掃 1.5万
イス8脚 8200x8 6.56万
ルータ 1万
机 1.5万x6 ９万
机 5.4万
プリンターと台 10万
下駄箱 1万
冷蔵庫 3.5万
48万
",2019-04-12
CGPSV31U5,3e934359-17a8-471b-9f8f-a0e1bc22f63c,1555075179.0006,1555047667.0026,UHFLB6JPR,"加湿空気清浄機 5万
53万",2019-04-12
CGPSV31U5,015932ad-60d0-4773-951d-4b56615211df,1554109426.0005,1554109426.0005,UGQV9DXRC,"<@UGQ2ENZD0>
python勉強会用のパソコン台数チェック",2019-04-01
CGPSV31U5,e3c6f033-7f48-474c-abbd-0bb3beac2503,1554109581.0006,1554109426.0005,UGQV9DXRC,"DELL
vaio
HP2台(大河原研究室1,2)
計4台
(surfaceはまだ故障中)",2019-04-01
CGPSV31U5,8521497a-9f61-405f-8ce8-8db646b5d08d,1554109808.0009,1554109426.0005,UGQV9DXRC,"学生7人+先生1人=8人
ラボPC4台+個人(先生，清水，鈴木，福田)",2019-04-01
CGPSV31U5,e0b6d4cc-6602-47ba-881c-53a59d4afe34,1554132178.0009,1554109426.0005,UHEH8KZ7W,自分も自前のLet‘s note持って行きます,2019-04-01
CGPSV31U5,41fdf50f-8c2d-47a5-bc7d-7b0dde684bf4,1554166911.0019,,UGQV9DXRC,"<@UGQ2ENZD0> <@UGPH97FDW> 
学生ゼミ後にpython勉強会の話しよ
ぺちゃんは先生との話が終わったあとでok",2019-04-01
CGPSV31U5,7e44cd73-4c35-4a94-9964-93d1ab237f78,1554183425.0022,,UGQV9DXRC,"論文整理用の簡単なテンプレを用意しました
自分の流派を見つけるまでは使ってみたらよいかも",2019-04-01
CGPSV31U5,c6777491-235c-4e68-bc71-330dd4cb25b7,1560487403.0002,,UGQ2ENZD0,<https://qiita.com/conjugate_box/items/e568909df734cf0b200d>,2019-06-13
CGPSV31U5,a055da7c-47a7-4b43-a4e0-ee0c4554c627,1560487793.0005,,UGQ2ENZD0,"<https://www.hellocybernetics.tech/entry/2017/02/25/015340>
&gt;&gt;&gt;
精度と再現率のトレードオフ
再現率は「クラスCiのすべてデータに対して実際にクラスCiと判断できる割合」で、精度は「クラスCiと判断したすべてのデータのうち、実際にCiであった割合」でした。

もしも分類器が、少しでもCiっぽいなと感じればCiと判定してしまうようになっていれば、再現率は向上します。一方で、Ciでないものも混じってくるため精度は落ちます。

逆に、かなりCiである確信を持った時のみCiと判定するようにした場合は、Ciに属するはずのデータも弾く場合があるため再現率は低下する一方で、Ciでないようなデータをかなりの確率で弾けるために精度は向上します。",2019-06-13
CGPSV31U5,3a504beb-3171-477a-8b8c-d780a5c7e5b7,1555648008.0012,,UGQV9DXRC,家の都合でゼミに30分ほど遅刻します、申し訳ありません:bow:,2019-04-18
CGPSV31U5,2bf61538-81e9-49e0-ba03-f16bf2b65769,1564386733.0037,,UGQV9DXRC,17時に締め切ります～,2019-07-29
CGPSV31U5,b4ddd825-30e5-4b99-99a1-6919c26d083e,1562554347.0042,,UGQV9DXRC,"<@UHG1M1NQ6> <@UHC5VBV5E> <@UHEH8KZ7W> <@UHFLC6N4X> <@UGQ2ENZD0>
<#CGT0P68RL|announcements> であった研究倫理についてですが、B4とM1が受ける必要があるものです。
手順は(たぶん)以下の通り、期限は9/30(月)
&gt;①学生証をもって、B4は1類事務室（西6-701）、M1はJ科事務室(西5)まで行って受験IDもらう
&gt;②web上でテスト受験し合格したら修了書印刷、B4は別途誓約書も印刷
&gt;③修了書(+誓約書)をもって①の場所へ提出

<https://ohkawaralab.slack.com/archives/CGT0P68RL/p1562218983000200>",2019-07-07
CGPSV31U5,c2b559da-0f90-453d-bd30-b5d47e756657,1560822456.001,,UGQV9DXRC,"*至急*
こども食堂のボランティア保険を払いたいのでB4は各自
名前・住所・電話番号
を私のDMに送ってください",2019-06-17
CGPSV31U5,08111132-93cd-48d0-9693-fbbad513b924,1560823911.0017,1560823911.0017,UGQV9DXRC,こども食堂参考資料,2019-06-17
CGPSV31U5,30a8f3a8-182f-441d-8694-379dc725d450,1560823932.0018,1560823911.0017,UGQV9DXRC,こども食堂心得,2019-06-17
CGPSV31U5,ee149b9a-eb95-4490-8cef-196aa2a1ee4d,1560823962.0022,1560823911.0017,UGQV9DXRC,"(子ども食堂の流れ)

①4時半前かそれくらいに到着！
その前に準備をしていたのでもっと早く行っても良いと思う。

②手を洗って
エプロン（私達が使ったのを引き継ぎ）、三角巾（持参）をつける

③エプロンに名前を書いたガムテープ貼る。

④子供食堂の方と住職さんから説明されたことを引き継ぎます。

⑤子供が時間になってどんどんやってくる親と子供合わせて百人くらい。

⑥受付をした子供に名前のガムテープを作って貼ってあげる
アルコール除菌をさせる。

⑦一階は食堂になっていてご飯を食べるところと小さいおもちゃスペースあって2階が宿題とかをやる部屋と保護者の休憩スペース（保護者は一階にいてそこの部屋は鬼ごっことかの部屋になってた）

⑧食事を取るところが30人分しかないので子どもたちはチケット制で交代にたべていく！
食べている間は特に何もしなかった。食べていない子は基本的に二階にいなくてはいけないので2階から一階に子供が降りないように相手をする。でもいっぱい一階にいたのでスタッフも一階と2階に散らばっていた。

⑨あと、ある時間までは外に出て良く隣の墓地とかはいっても良いがそれ以外は行っちゃいけない。
子どもが外に出るときはできるだけスタッフ一人はついていく。

⑩七時くらいに子どもたちが帰り始める、七時半にはほとんど帰った。

⑪片付けをして、余ったご飯少しもらって帰宅。",2019-06-17
CGPSV31U5,ac57004f-78d6-428e-bce5-cad7af19f4c9,1560823996.0024,1560823911.0017,UGQV9DXRC,"持ち物:バンダナor三角巾
服装:指定なし　動きやすい服、靴下

自転車で電通から5〜10分
場所:かくしょうじ

4時半到着できるように！
終わりは8時くらい",2019-06-17
CGPSV31U5,f9d20a7d-5be9-4eac-96df-985b1338d3bf,1564373808.0001,,UGQV9DXRC,,2019-07-28
CGPSV31U5,d30e2b15-0c33-4067-b37f-944535dff7c5,1564373906.0019,,UGQV9DXRC,"<!channel> 
上のファイルの図についてアンケートです",2019-07-28
CGPSV31U5,b0ca9476-eb26-478d-bd2d-06ef83521401,1558738380.0022,,UHFLB6JPR,三人とも共同研究者なんで、体力医学会の抄録をお互いに確認・指摘してください,2019-05-24
CGPSV31U5,12155e4b-9e25-482f-b5ee-89d6e50ea8fe,1558343893.0014,,UGQV9DXRC,"明日の学生ゼミは運動教室のスケジュール管理と今後の学生ゼミの内容について

<https://ohkawaralab.slack.com/archives/GHDG13EFJ/p1558054282002100>",2019-05-20
CGPSV31U5,e842df8f-aa56-4af7-82d2-4d2e854827a4,1558414779.0029,,UGQV9DXRC,"*今後の学生ゼミ予定*
・個人に合わせた勉強+報告(～8月)
&gt;・福田：Happinessの本読んでまとめ
&gt;・根本：pythonで分類with鈴木
&gt;・野澤：pythonで分類with岡田
&gt;・都竹：アプリについて清水<@UGQ2ENZD0> と相談
・全員で統計(8月～)",2019-05-20
CGPSV31U5,c94542f6-f901-44b9-9de1-e4a5a66c6899,1552037582.0002,,UGQV9DXRC,"2018-2019引き継ぎ

まず、18日月～22日金の5日間で具体的なデータや分析方法などの引継ぎを行いたいです。
それにあたって、4年生には15日金までに希望の研究テーマを確定してもらうこととします。
自分自身で決めかねている場合は選択肢を出してもらい、そのうちから先生に決定していただきます。

卒業式までの期間が残り2週間となりましたので、このような形がベストだと判断しました。
ご検討宜しくお願い致します。",2019-03-08
CGPSV31U5,f01dff9e-bd51-4a0d-89ac-28fb8689a07a,1552037624.0009,,UGQV9DXRC,"先生から
鈴木さんの提案はokです
ただし、担当制にし過ぎて、担当者だけの個人任せにせず、岡田、清水、鈴木さんで全体を把握しながら進めてほしいです",2019-03-08
CGPSV31U5,260cd4ac-9e37-492c-b153-dd8a66285001,1555989493.0003,,UGQ2ENZD0,"<https://www.askul.co.jp/p/802116/>
アスクル プラス のオフィスデスク，生協のカタログのKAGUKUROの机よりも1台あたり4864円安くなります",2019-04-22
