channel_id,talk_id,ts,thread_ts,talk_user,text,date
CHC6KEGM6,39d45bd1-0124-4fc0-8c8a-48d6cd7507b2,1565064062.0018,,UGQV9DXRC,"院試面接
&gt;Q.なぜ大学院にいくか？
&gt;Q.大学院で何を学びたいか？
&gt;Q.学部では何を研究していて、大学院では何をする予定か？
&gt;Q.テストの点数自己評価
&gt;Q.どうやって勉強してきたか(鈴木が外部だったので)",2019-08-05
