channel_id,talk_id,ts,thread_ts,talk_user,text,date
CKWT4TANP,029abda2-7d9e-4c02-8be3-5351e9f4a81a,1571120893.0044,1564976973.0009,UGQV9DXRC,<https://ohkawaralab.slack.com/archives/CKWT4TANP/p1571120290003700>,2019-10-14
CKWT4TANP,d966cbf7-d053-406d-90c6-40dd6b3988e2,1571121937.0056,,UGQV9DXRC,"久しぶりで結構細かい所とんでたわ
ヨビノリはわかりやすいのでさくっと復習するのにおすすめだよ
<https://youtu.be/Bj8fkq533Dc>",2019-10-14
CKWT4TANP,48739824-68f1-4bd9-9e8d-f94a0782c1a3,1573527893.0001,1572926456.0009,UHEH8KZ7W,,2019-11-11
CKWT4TANP,b076b862-3728-4e92-b168-11527eeb6eee,1574128998.0003,1574128998.0003,UHC5VBV5E,"統計課題
<http://kogolab.chillout.jp/elearn/icecream/chap2/sec0.html>",2019-11-18
CKWT4TANP,16454e4c-8b12-427c-a3e9-cbfaccc13770,1574129057.0004,1574128998.0003,UHC5VBV5E,,2019-11-18
CKWT4TANP,8fb5a0ef-42b2-4fff-856e-8ea88301cd18,1574129565.0008,1574128998.0003,UHEH8KZ7W,thx,2019-11-18
CKWT4TANP,582ddb5d-f3eb-4eb7-8377-d8e867321f05,1574135999.0012,1574128998.0003,UHG1M1NQ6,,2019-11-18
CKWT4TANP,6975712a-d6ed-4f52-aba1-ab07e4289343,1572353949.0001,1572320364.0011,UHC5VBV5E,,2019-10-29
CKWT4TANP,72202425-77d4-40f7-83d1-30995df9ee2d,1574740198.0003,,UHEH8KZ7W,アイスクリーム統計第3章,2019-11-25
CKWT4TANP,fb52ce63-209e-4ed9-a0c5-eee6593a9ded,1574743768.0008,1574743768.0008,UHC5VBV5E,<http://kogolab.chillout.jp/elearn/icecream/chap3/sec0.html>,2019-11-25
CKWT4TANP,cd1f447b-d243-4678-b563-ca1b399f398c,1574743796.0009,1574743768.0008,UHC5VBV5E,,2019-11-25
CKWT4TANP,cf15f9c7-00c6-48d5-816c-afffc3035b5a,1565005742.0002,1564976973.0009,UHFLC6N4X,スっ。,2019-08-05
CKWT4TANP,36971519-5921-4bf7-85d0-110418b21269,1567149384.0011,1564976973.0009,UHC5VBV5E,,2019-08-30
CKWT4TANP,de6a3fed-a3d7-45bb-b1da-eb57441f76cd,1572237875.0002,1571644062.0003,UHEH8KZ7W,,2019-10-27
