channel_id,talk_id,talk_user,mention_user,date
CGT0P68RL,dd371963-1640-495c-af69-7fd4d19edbf1,UHFLB6JPR,UHEH8KZ7W,2019-09-19
CGT0P68RL,dd371963-1640-495c-af69-7fd4d19edbf1,UHFLB6JPR,UHG1M1NQ6,2019-09-19
CGT0P68RL,dd371963-1640-495c-af69-7fd4d19edbf1,UHFLB6JPR,UHFLC6N4X,2019-09-19
CGT0P68RL,dd371963-1640-495c-af69-7fd4d19edbf1,UHFLB6JPR,UHC5VBV5E,2019-09-19
CGT0P68RL,f7bc5e50-6ac4-4f84-a2fc-d370813411bd,UHFLB6JPR,UHEH8KZ7W,2019-10-16
CGT0P68RL,f7bc5e50-6ac4-4f84-a2fc-d370813411bd,UHFLB6JPR,UGQV9DXRC,2019-10-16
CGT0P68RL,f7bc5e50-6ac4-4f84-a2fc-d370813411bd,UHFLB6JPR,UHC5VBV5E,2019-10-16
CGT0P68RL,1132ae6a-8cbf-4e33-b1d8-3d3cc1a2f8d1,UHFLB6JPR,UGPH97FDW,2019-08-28
CGT0P68RL,1132ae6a-8cbf-4e33-b1d8-3d3cc1a2f8d1,UHFLB6JPR,UHFLC6N4X,2019-08-28
CGT0P68RL,f9e702f0-9065-42cd-b50e-d60873b0441a,UHFLB6JPR,UGPH97FDW,2020-03-17
CGT0P68RL,8fdfb24b-9582-4f42-b602-6bf70e90424b,UHC5VBV5E,UHEH8KZ7W,2019-12-01
CGT0P68RL,8fdfb24b-9582-4f42-b602-6bf70e90424b,UHC5VBV5E,UHG1M1NQ6,2019-12-01
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UHEH8KZ7W,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UHG1M1NQ6,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UHC5VBV5E,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UUZ15MZT4,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UGPH97FDW,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UVBQW1MAR,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UV0AL2ZNX,2020-03-25
CGT0P68RL,9aea43d8-bed8-43fe-ba08-3295a6b81daf,UHFLB6JPR,UUZ15LS10,2020-03-25
CGT0P68RL,82181cfc-0954-4d0e-a6f7-e9063e42042d,UHFLB6JPR,UVBQW1MAR,2020-03-25
CGT0P68RL,1b25d932-28f9-42c3-af6e-7cb96594cbc8,UHFLB6JPR,UHV3GN694,2019-12-05
CGT0P68RL,68362066-09c2-4dcc-a596-d8f05b573d98,UGQV9DXRC,UHFLB6JPR,2019-10-08
CGT0P68RL,167fe3ac-f112-495c-b2f6-46d28dd6ae8f,UHFLB6JPR,UHC5VBV5E,2019-10-10
CGT0P68RL,495ecba3-bcdc-4ef9-89ff-6c8ffa696b07,UHEH8KZ7W,UHFLB6JPR,2020-01-09
CGT0P68RL,d87b2fb0-64a9-47f8-b166-ad5d989d39cb,UHFLB6JPR,UHG1M1NQ6,2020-01-09
CGT0P68RL,d87b2fb0-64a9-47f8-b166-ad5d989d39cb,UHFLB6JPR,UHC5VBV5E,2020-01-09
CGT0P68RL,d87b2fb0-64a9-47f8-b166-ad5d989d39cb,UHFLB6JPR,UGQV9DXRC,2020-01-09
CGT0P68RL,d87b2fb0-64a9-47f8-b166-ad5d989d39cb,UHFLB6JPR,UHFLC6N4X,2020-01-09
CGT0P68RL,d87b2fb0-64a9-47f8-b166-ad5d989d39cb,UHFLB6JPR,UHEH8KZ7W,2020-01-09
