channel_id,talk_id,talk_user,mention_user,date
CJZ0QGKRB,38ae85bd-e93a-4bd9-981e-61f75fd3cdc6,UGQV9DXRC,UHFLB6JPR,2019-08-21
CJZ0QGKRB,29b51f73-6166-4af3-b5e8-6b29bd2c3a07,UGQV9DXRC,UHEH8KZ7W,2019-08-21
CJZ0QGKRB,c3d5d6d7-7957-4d6e-8e69-918fbfa34125,UGQV9DXRC,UHFLB6JPR,2019-08-02
CJZ0QGKRB,a6f295f9-8bc4-4a3f-8a4b-85df8ba130b6,UGQV9DXRC,UHFLB6JPR,2019-08-22
CJZ0QGKRB,0c21997b-c36b-4441-b0ba-2250a0d4977a,UGQV9DXRC,UHEH8KZ7W,2019-08-20
CJZ0QGKRB,700613b8-102f-4b18-9b84-a68f8c50c984,UGQV9DXRC,UHEH8KZ7W,2019-08-20
CJZ0QGKRB,700613b8-102f-4b18-9b84-a68f8c50c984,UGQV9DXRC,UHFLB6JPR,2019-08-20
CJZ0QGKRB,2ea10fc6-545b-464f-a99b-927c71b6af83,UGQV9DXRC,UHFLB6JPR,2019-10-05
CJZ0QGKRB,96a833ad-160b-4c2e-b2fc-bc9a9f9bdc2b,UGQV9DXRC,UHFLB6JPR,2019-10-05
CJZ0QGKRB,8f3e5237-de44-459d-b8bb-d0306f4f85f9,UGQV9DXRC,UHFLB6JPR,2019-10-05
CJZ0QGKRB,c8897fa8-c3c4-44b5-a6c5-fd28d969a242,UGQV9DXRC,UHFLB6JPR,2019-10-05
CJZ0QGKRB,91688c31-d2f7-4788-8bae-e95e8c40663d,UGQV9DXRC,UHFLB6JPR,2019-09-26
CJZ0QGKRB,ba77ad5a-9bff-42d3-b5dc-2de0f8c62240,UHFLB6JPR,UGQV9DXRC,2019-09-26
CJZ0QGKRB,dc909cb8-5cae-4d3c-9a36-7ed6ad39f735,UGQV9DXRC,UHFLB6JPR,2019-09-02
CJZ0QGKRB,8574000d-8ea8-4550-9cc0-ddcc397d8738,UGQV9DXRC,UHFLB6JPR,2019-09-02
CJZ0QGKRB,fd969fd2-fed2-453c-b2ea-5b2862b8339a,UGQV9DXRC,UHEH8KZ7W,2019-08-27
CJZ0QGKRB,9b543633-8d44-4561-9ecc-f1580b38d1aa,UGQV9DXRC,UHFLB6JPR,2019-09-09
CJZ0QGKRB,80967384-fce4-4ef2-9be8-dc7aa041ccff,UGQV9DXRC,UHFLB6JPR,2019-09-09
CJZ0QGKRB,d5a90be3-40be-4321-a76a-8280f2f64428,UGQV9DXRC,UHEH8KZ7W,2019-09-09
CJZ0QGKRB,ab5312bc-15f3-43a0-b3bd-0589c25167b7,UGQV9DXRC,UHFLB6JPR,2019-11-03
CJZ0QGKRB,677af4a6-4281-4822-942b-56352290873e,UGQV9DXRC,UHC5VBV5E,2019-09-04
CJZ0QGKRB,1daec690-23f0-4f05-a349-3cd3fd571814,UGQV9DXRC,UHFLB6JPR,2019-09-04
CJZ0QGKRB,74a7434b-c91d-42a5-b85d-2a399e9cb32e,UGQV9DXRC,UGPH97FDW,2019-09-04
CJZ0QGKRB,9e427369-a204-45f3-b4f3-c8b0c531f803,UHFLB6JPR,UGQV9DXRC,2019-09-04
